date,rental
2021-01-01,5878
2021-01-02,5758
2021-01-03,4215
2021-01-04,6186
2021-01-05,6431
2021-01-06,121
2021-01-07,-959
2021-01-08,4677
2021-01-09,4819
2021-01-10,2375
2021-01-11,4246
2021-01-12,2853
2021-01-13,6092
2021-01-14,7700
2021-01-15,8185
2021-01-16,2928
2021-01-17,8325
2021-01-18,1307
2021-01-19,4571
2021-01-20,4943
2021-01-21,-428
2021-01-22,1940
2021-01-23,8830
2021-01-24,14509
2021-01-25,16693
2021-01-26,5085
2021-01-27,10369
2021-01-28,560
2021-01-29,7647
2021-01-30,3021
2021-01-31,4283
2021-02-01,3294
2021-02-02,5641
2021-02-03,4089
2021-02-04,8314
2021-02-05,10165
2021-02-06,10154
2021-02-07,7426
2021-02-08,8155
2021-02-09,6198
2021-02-10,13705
2021-02-11,11623
2021-02-12,16030
2021-02-13,18623
2021-02-14,14578
2021-02-15,-814
2021-02-16,5498
2021-02-17,1691
2021-02-18,5042
2021-02-19,6996
2021-02-20,13283
2021-02-21,21802
2021-02-22,9245
2021-02-23,12162
2021-02-24,13873
2021-02-25,12532
2021-02-26,28452
2021-02-27,34553
2021-02-28,17072
2021-03-01,969
2021-03-02,11804
2021-03-03,18412
2021-03-04,19416
2021-03-05,24041
2021-03-06,19205
2021-03-07,23178
2021-03-08,24216
2021-03-09,19414
2021-03-10,18483
2021-03-11,9456
2021-03-12,13933
2021-03-13,19552
2021-03-14,18235
2021-03-15,8169
2021-03-16,25483
2021-03-17,22177
2021-03-18,19165
2021-03-19,32379
2021-03-20,13516
2021-03-21,12376
2021-03-22,21036
2021-03-23,22549
2021-03-24,18613
2021-03-25,24487
2021-03-26,20404
2021-03-27,-89
2021-03-28,11911
2021-03-29,14398
2021-03-30,27725
2021-03-31,37285
2021-04-01,41437
2021-04-02,29475
2021-04-03,2056
2021-04-04,25316
2021-04-05,30940
2021-04-06,36891
2021-04-07,36069
2021-04-08,30774
2021-04-09,34837
2021-04-10,34576
2021-04-11,35722
2021-04-12,9478
2021-04-13,9457
2021-04-14,32211
2021-04-15,29503
2021-04-16,21585
2021-04-17,20770
2021-04-18,29762
2021-04-19,28055
2021-04-20,32015
2021-04-21,36388
2021-04-22,28607
2021-04-23,24310
2021-04-24,31444
2021-04-25,44599
2021-04-26,43087
2021-04-27,22586
2021-04-28,23571
2021-04-29,32427
2021-04-30,15149
2021-05-01,22586
2021-05-02,31463
2021-05-03,42341
